Country Name,CountryCode,Series Name,SeriesCode,Year,Value
Austria,AUT,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,10.68
Austria,AUT,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,4.54
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,68.91
Belarus,BLR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,86.0
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,6.3
Belarus,BLR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,5500.12
Belarus,BLR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,5.7
Belarus,BLR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,91.62
Belarus,BLR,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,6.45
Belarus,BLR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,3.21
Belarus,BLR,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,3.49
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,77.72
Belgium,BEL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,14.0
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.465
Belgium,BEL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,32153.56
Belgium,BEL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,1.4
Belgium,BEL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,75.85
Belgium,BEL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,24.48
Belgium,BEL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,29.11
Belgium,BEL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,10.89
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,74.5
Bosnia and Herzegovina,BIH,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,83.0
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,4.75
Bosnia and Herzegovina,BIH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,4504.95
Bosnia and Herzegovina,BIH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,19.4
Bosnia and Herzegovina,BIH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,87.89
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,2.09
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,1.5
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.51
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,71.66
Bulgaria,BGR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,52.0
Bulgaria,BGR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,5.105
Bulgaria,BGR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,6559.91
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,8.0
Bulgaria,BGR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,72.39
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,5.43
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,7.98
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,4.56
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,72.81
Croatia,HRV,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,41.0
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.977
Croatia,HRV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,8000.96
Croatia,HRV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,26.8
Croatia,HRV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,77.91
Croatia,HRV,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,4.32
Croatia,HRV,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,2.9
Croatia,HRV,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,2.43
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,74.97
Czechia,CZE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,16.0
Czechia,CZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,4.293
Czechia,CZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,302872.05
Czechia,CZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,5.9
Czechia,CZE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,89.96
Czechia,CZE,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,11.87
Czechia,CZE,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,24.08
Czechia,CZE,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,6.16
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,76.59
Denmark,DNK,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,13.0
Denmark,DNK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.401
Denmark,DNK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,331295.1
Denmark,DNK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,10.7
Denmark,DNK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,88.28
Denmark,DNK,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,11.93
Denmark,DNK,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,5.39
Denmark,DNK,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,1.8
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,70.42
Estonia,EST,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,65.0
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,9.556
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,8977.04
Estonia,EST,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,19.8
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,28.65
Estonia,EST,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,1.65
Estonia,EST,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,0.95
Estonia,EST,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.74
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,78.44
Faroe Islands,FRO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,
Faroe Islands,FRO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,2.8
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,
Faroe Islands,FRO,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.0
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,77.47
Finland,FIN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,12.0
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,5.554
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,34145.07
Finland,FIN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,31.7
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,49.79
Finland,FIN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,11.75
Finland,FIN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,10.95
Finland,FIN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,2.4
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,79.06
France,FRA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,13.0
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.212
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,30276.77
France,FRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,9.3
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,52.81
France,FRA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,132.48
France,FRA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,55.45
France,FRA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,29.14
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,77.93
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,12.0
Germany,DEU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,2.773
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,31085.78
Germany,DEU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,3.7
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,83.62
Germany,DEU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,173.47
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,102.74
Germany,DEU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,47.04
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,77.89
Greece,GRC,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,7.3
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.496
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,16802.62
Greece,GRC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,7.8
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,94.59
Greece,GRC,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,19.07
Greece,GRC,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,10.2
Greece,GRC,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,7.67
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,71.25
Hungary,HUN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,35.0
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,4.751
Hungary,HUN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,2504969.02
Hungary,HUN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,5.2
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,80.54
Hungary,HUN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,8.87
Hungary,HUN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,5.76
Hungary,HUN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,4.1
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,79.65
Iceland,ISL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,5.3
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.557
Iceland,ISL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,5563627.34
Iceland,ISL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,60.7
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,22.62
Iceland,ISL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,0.63
Iceland,ISL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,0.76
Iceland,ISL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.69
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,76.54
Ireland,IRL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,12.0
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,7.955
Ireland,IRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,37786.22
Ireland,IRL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,2.0
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,92.52
Ireland,IRL,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,10.39
Ireland,IRL,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,5.19
Ireland,IRL,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,2.7
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,74.73
Isle of Man,IMN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,4.054
Isle of Man,IMN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,30327.93
Isle of Man,IMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,
Isle of Man,IMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,
Isle of Man,IMN,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,79.78
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,7.1
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.74
Italy,ITA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,29157.75
Italy,ITA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,5.1
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,91.73
Italy,ITA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,116.36
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,73.35
Italy,ITA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,27.58
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,70.31
Latvia,LVA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,95.0
Latvia,LVA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,6.699
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,6061.52
Latvia,LVA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,35.8
Latvia,LVA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,63.39
Latvia,LVA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,2.12
Latvia,LVA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,1.03
Latvia,LVA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.27
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,76.83
Liechtenstein,LIE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,
Liechtenstein,LIE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,1.936
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,124059.98
Liechtenstein,LIE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,54.0
Liechtenstein,LIE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,
Liechtenstein,LIE,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,72.02
Lithuania,LTU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,85.0
Lithuania,LTU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,4.427
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,5789.41
Lithuania,LTU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,17.2
Lithuania,LTU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,58.67
Lithuania,LTU,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,3.04
Lithuania,LTU,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,1.08
Lithuania,LTU,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,1.33
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,77.87
Luxembourg,LUX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,12.0
Luxembourg,LUX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,5.51
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,83394.9
Luxembourg,LUX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,6.8
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,83.44
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,4.85
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,1.31
Luxembourg,LUX,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.74
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,66.42
Moldova,MDA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,80.0
Moldova,MDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,2.316
Moldova,MDA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,25346.9
Moldova,MDA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,5.7
Moldova,MDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,91.48
Moldova,MDA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,0.71
Moldova,MDA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,0.5
Moldova,MDA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,0.18
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,
Monaco,MCO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2000,0.0
Monaco,MCO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2000,3.683
Monaco,MCO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2000,107355.48
Monaco,MCO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2000,
Monaco,MCO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,2000,
Monaco,MCO,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,2000,
Monaco,MCO,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2000,
Monaco,MCO,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,2000,
