Entity,Code,Year,Fossil fuels (% equivalent primary energy)
Slovenia,SVN,2001,68.13617
Slovenia,SVN,2002,68.851944
Slovenia,SVN,2003,70.76682
Slovenia,SVN,2004,67.95754
Slovenia,SVN,2005,69.01955
Slovenia,SVN,2006,70.01797
Slovenia,SVN,2007,70.50654
Slovenia,SVN,2008,68.582306
Slovenia,SVN,2009,65.831
Slovenia,SVN,2010,66.65119
Slovenia,SVN,2011,67.063126
Slovenia,SVN,2012,66.77763
Slovenia,SVN,2013,64.60604
Slovenia,SVN,2014,57.657093
Slovenia,SVN,2015,64.14295
Slovenia,SVN,2016,64.21254
Slovenia,SVN,2017,64.89578
Slovenia,SVN,2018,64.17778
Slovenia,SVN,2019,63.420963
Slovenia,SVN,2020,58.706535
South Korea,KOR,2000,85.68231
South Korea,KOR,2001,85.935524
South Korea,KOR,2002,85.70838
South Korea,KOR,2003,84.86327
South Korea,KOR,2004,85.23532
South Korea,KOR,2005,84.184746
South Korea,KOR,2006,84.33263
South Korea,KOR,2007,85.38768
South Korea,KOR,2008,84.90603
South Korea,KOR,2009,85.339714
South Korea,KOR,2010,86.29794
South Korea,KOR,2011,86.32493
South Korea,KOR,2012,86.84577
South Korea,KOR,2013,87.641594
South Korea,KOR,2014,86.16987
South Korea,KOR,2015,85.62891
South Korea,KOR,2016,86.089806
South Korea,KOR,2017,86.98274
South Korea,KOR,2018,87.81298
South Korea,KOR,2019,86.3789
South Korea,KOR,2020,84.29152
Spain,ESP,2000,81.46355
Spain,ESP,2001,79.50569
Spain,ESP,2002,82.71973
Spain,ESP,2003,80.14148
Spain,ESP,2004,81.47293
Spain,ESP,2005,84.268585
Spain,ESP,2006,82.42796
Spain,ESP,2007,82.49482
Spain,ESP,2008,80.561104
Spain,ESP,2009,77.91661
Spain,ESP,2010,73.05109
Spain,ESP,2011,74.787506
Spain,ESP,2012,73.59193
Spain,ESP,2013,70.42539
Spain,ESP,2014,70.09579
Spain,ESP,2015,72.84384
Spain,ESP,2016,71.54572
Spain,ESP,2017,74.72862
Spain,ESP,2018,72.61377
Spain,ESP,2019,72.88067
Spain,ESP,2020,66.84081
Sri Lanka,LKA,2007,83.37142
Sweden,SWE,2000,37.181076
Sweden,SWE,2001,35.43755
Sweden,SWE,2002,38.420555
Sweden,SWE,2003,40.90521
Sweden,SWE,2004,37.3635
Sweden,SWE,2005,35.317413
Sweden,SWE,2006,38.11405
Sweden,SWE,2007,36.4543
Sweden,SWE,2008,35.887936
Sweden,SWE,2009,36.13038
Sweden,SWE,2010,36.802612
Sweden,SWE,2011,34.07276
Sweden,SWE,2012,30.427334
Sweden,SWE,2013,31.922726
Sweden,SWE,2014,31.148518
Sweden,SWE,2015,29.914314
Sweden,SWE,2016,31.418264
Sweden,SWE,2017,30.722254
Sweden,SWE,2018,28.788471
Sweden,SWE,2019,28.457
Sweden,SWE,2020,27.149292
Switzerland,CHE,2000,48.907856
Switzerland,CHE,2001,48.782677
Switzerland,CHE,2002,49.93187
Switzerland,CHE,2003,49.819298
Switzerland,CHE,2004,51.14669
Switzerland,CHE,2005,54.074936
Switzerland,CHE,2006,52.197926
Switzerland,CHE,2007,49.58001
Switzerland,CHE,2008,50.44492
Switzerland,CHE,2009,49.948257
Switzerland,CHE,2010,51.23481
Switzerland,CHE,2011,50.501472
Switzerland,CHE,2012,49.345577
Switzerland,CHE,2013,49.835186
Switzerland,CHE,2014,46.767513
Switzerland,CHE,2015,48.816444
Switzerland,CHE,2016,50.12878
Switzerland,CHE,2017,50.99852
Switzerland,CHE,2018,48.143284
Switzerland,CHE,2019,47.22456
Switzerland,CHE,2020,44.298656
Thailand,THA,2000,97.42449
Thailand,THA,2001,97.42767
Thailand,THA,2002,97.18092
Thailand,THA,2003,97.27586
Thailand,THA,2004,97.68356
Thailand,THA,2005,97.78528
Thailand,THA,2006,97.135345
Thailand,THA,2007,97.0326
Thailand,THA,2008,97.016785
Thailand,THA,2009,96.904236
Thailand,THA,2010,97.15463
Thailand,THA,2011,96.42962
Thailand,THA,2012,96.085625
Thailand,THA,2013,96.08558
Thailand,THA,2014,95.64166
Thailand,THA,2015,95.69161
Thailand,THA,2016,95.26023
Thailand,THA,2017,94.53096
Thailand,THA,2018,93.433105
Thailand,THA,2019,92.84341
Thailand,THA,2020,92.818726
Turkey,TUR,2000,89.32878
Turkey,TUR,2001,90.878006
Turkey,TUR,2002,88.458206
Turkey,TUR,2003,88.65903
Turkey,TUR,2004,86.29512
Turkey,TUR,2005,88.57412
Turkey,TUR,2006,88.51452
Turkey,TUR,2007,91.20349
Turkey,TUR,2008,91.761734
Turkey,TUR,2009,91.05874
Turkey,TUR,2010,87.649025
Turkey,TUR,2011,87.99285
Turkey,TUR,2012,87.34448
Turkey,TUR,2013,86.3134
Turkey,TUR,2014,90.06829
Turkey,TUR,2015,85.73079
Turkey,TUR,2016,85.43634
Turkey,TUR,2017,86.90958
Turkey,TUR,2018,85.4047
Turkey,TUR,2019,80.99165
Turkey,TUR,2020,81.35154
Ukraine,UKR,2000,84.05437
Ukraine,UKR,2001,83.99631
Ukraine,UKR,2002,84.123085
Ukraine,UKR,2003,84.08032
Ukraine,UKR,2004,82.684715
Ukraine,UKR,2005,82.59812
Ukraine,UKR,2006,82.57117
Ukraine,UKR,2007,82.643616
Ukraine,UKR,2008,82.35805
Ukraine,UKR,2009,80.75066
Ukraine,UKR,2010,80.74911
Ukraine,UKR,2011,81.701836
Ukraine,UKR,2012,81.42546
Ukraine,UKR,2013,81.06352
Ukraine,UKR,2014,78.66022
Ukraine,UKR,2015,75.47989
Ukraine,UKR,2016,77.78734
Ukraine,UKR,2017,74.56427
Ukraine,UKR,2018,75.36418
Ukraine,UKR,2019,74.682816
Ukraine,UKR,2020,74.13373
United Kingdom,GBR,2000,89.80536
United Kingdom,GBR,2001,89.479935
United Kingdom,GBR,2002,89.359024
United Kingdom,GBR,2003,89.51519
United Kingdom,GBR,2004,90.1714
United Kingdom,GBR,2005,89.8039
United Kingdom,GBR,2006,90.186264
United Kingdom,GBR,2007,91.00989
United Kingdom,GBR,2008,91.55821
United Kingdom,GBR,2009,88.829384
United Kingdom,GBR,2010,89.65808
United Kingdom,GBR,2011,87.28109
United Kingdom,GBR,2012,86.74602
United Kingdom,GBR,2013,85.27435
United Kingdom,GBR,2014,83.74998
United Kingdom,GBR,2015,81.07685
United Kingdom,GBR,2016,80.704185
United Kingdom,GBR,2017,79.07904
United Kingdom,GBR,2018,78.161644
United Kingdom,GBR,2019,77.369415
United Kingdom,GBR,2020,73.63238
Uzbekistan,UZB,2000,97.077385
Uzbekistan,UZB,2001,97.034874
Uzbekistan,UZB,2002,97.0456
Uzbekistan,UZB,2003,96.248795
Uzbekistan,UZB,2004,96.633644
Uzbekistan,UZB,2005,96.49482
Uzbekistan,UZB,2006,96.82822
Uzbekistan,UZB,2007,96.7231
Uzbekistan,UZB,2008,97.64703
Uzbekistan,UZB,2009,96.5473
Uzbekistan,UZB,2010,95.678925
Uzbekistan,UZB,2011,97.13063
Uzbekistan,UZB,2012,96.78746
Uzbekistan,UZB,2013,96.859924
Uzbekistan,UZB,2014,97.04709
Uzbekistan,UZB,2015,96.99041
Uzbekistan,UZB,2016,96.48229
Uzbekistan,UZB,2017,96.05264
Uzbekistan,UZB,2018,97.10774
Uzbekistan,UZB,2019,96.84698
Uzbekistan,UZB,2020,97.5652
Vietnam,VNM,2000,79.90784
Vietnam,VNM,2001,77.89785
Vietnam,VNM,2002,79.93734
Vietnam,VNM,2003,80.70234
Vietnam,VNM,2004,85.236046
Vietnam,VNM,2005,87.15325
Vietnam,VNM,2006,83.39275
Vietnam,VNM,2007,82.79772
Vietnam,VNM,2008,83.99048
Vietnam,VNM,2009,82.05198
Vietnam,VNM,2010,85.28825
Vietnam,VNM,2011,80.97255
Vietnam,VNM,2012,76.536026
Vietnam,VNM,2013,76.04323
Vietnam,VNM,2014,76.81511
Vietnam,VNM,2015,81.64429
Vietnam,VNM,2016,80.85021
Vietnam,VNM,2017,76.09792
Vietnam,VNM,2018,79.440636
Vietnam,VNM,2019,84.20066
Vietnam,VNM,2020,81.45991
